Table 1. Features Included in Final Model (sorted by Descending Importance in Best Model),,,,,,,,,,,
,,,,,,,,,,,
Feature Name,Feature_Importance,Feature_Class,Feature_Description,,,,,,,,
p_ace_1stSv%_ratio_l60_tw_ss_diff,0,Player Past-Performance,"decay time-weighted, surface-specific  (player ace%/player first serve [in play]%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ace_1stSv%_ratio_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted (player ace%/player first serve [in play]%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ace_df%_ratio_l10_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted (player ace%/player double fault%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ace_df%_ratio_l60_tw_ss_diff,0,Player Past-Performance,"decay time-weighted, surface-specific (player ace%/player double fault%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ace_opp_aced%_l10_tw_ss_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted  (player ace% - opponent aced%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ace_opp_aced%_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted  (player ace% - opponent aced%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_aced_opp_ace%_l10_tw_ss_IO_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted (player aced% - opponent ace%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_aced_opp_ace%_l10_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted  (player aced% - opponent ace%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_aced_opp_ace%_l60_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted  (player aced% - opponent ace%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_aced_opp_ace%_l60_tw_ss_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted  (player aced% - opponent ace%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_bp_conv%_l60_tw_ss_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific,  strength of schedule-adjusted, court speed proxy-adjusted player break point convert% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_bp_save%_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific,  indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted player break point save% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_bpconv_opp_bpsave%_l10_tw_ss_IO_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted ( player break point convert% - opponent break point saved%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_bpconv_opp_bpsave%_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted ( player break point convert% - opponent break point saved%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l10_tw_ss_diff,0,Player Past-Performance,"decay time-weighted, surface-specific player double fault% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l10_tw_ss_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted player double fault% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l60_tw_ss_diff,0,Player Past-Performance,"decay time-weighted, surface-specific player double fault% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l60_tw_ss_IO_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific player double fault% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l60_tw_ss_IO_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted player double fault% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted player double fault% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df%_l60_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted player double fault% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_induce%_l60_tw_ss_IO_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted player double fault induction% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_SOS_adj_csp_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted (player double fault%/player serve points won%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l10_tw_ss_IO_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted (player double fault%/player serve points won%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l10_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted (player double fault%/player serve points won%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific (player double fault%/player serve points won%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_SOS_adj_csp_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted (player double fault%/player serve points won%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l60_tw_ss_SOS_adj_csp_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted (player double fault%/player serve points won%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_df_SvPtsWon%_ratio_l60_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted (player double fault%/player serve points won%) over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_dfinduce_opp_df%_l10_tw_ss_SOS_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted (player double fault induction% - opponent double fault%) over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_ent,0,Player Demographic ,"Player tournament entry type. Per player encoding  5: regular entry (ie, got in based on ranking), 4: direct entry, but for extenuating circumstances; 2.5: qualifier, 2: lucky loser (lost in qualifying, but still got in after a late withdrawal)",,,,,,,,
p_ent_diff,0,Player Demographic ,"entry type difference between the two players. Per player encoding  5: regular entry (ie, got in based on ranking), 4: direct entry, but for extenuating circumstances; 2.5: qualifier, 2: lucky loser (lost in qualifying, but still got in after a late withdrawal)",,,,,,,,
p_H2H_tot_pts_won%_ss_diff,0,Player Past-Performance,surface-specific player past matches  head-to-head points won% vs opponent (player 1 value minus player 2 value in match to be predicted),,,,,,,,
p_HCA,0,Player Demographic ,player Home Court Advantage (1if match is in country player resides; 0 if not),,,,,,,,
p_HCA_diff,0,Player Demographic,player Home Court Advantage (1if match is in country player resides; 0 if not).Difference between players in match being predicted.,,,,,,,,
p_ht_diff,0,Player Demographic ,player height minus opponent height,,,,,,,,
p_ret_pts_won%_l10_tw_ss_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, strength of schedule-adjusted, court speed proxy-adjusted player return points won% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_surf_chg_diff,0,Player Conditioning ,difference in recent change of surface between the two players. Individual player receives a 1 if he switched surfaces at least once within his past 3 matches and a 0 if not. ,,,,,,,,
p_sv_pts_won%_l10_tw_ss_diff,0,Player Past-Performance,"decay time-weighted, surface-specific player serve points won% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_sv_pts_won%_l10_tw_ss_IO_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific player serve points won% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_sv_pts_won%_l10_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted player serve points won% over the previous 10 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_sv_pts_won%_l60_tw_ss_IO_SOS_csp_adj_diff,0,Player Past-Performance,"decay time-weighted, surface-specific, indoor/outdoor-specific, strength of schedule-adjusted, court speed proxy-adjusted player serve points won% over the previous 60 matches (player 1 value minus player 2 value in match to be predicted)",,,,,,,,
p_tz_chg_diff,0,Player Conditioning ,"The non-differential version per player provides how many time zones (tz) a player traveled from the site of their last (main tour level) match, provided that last match was within the previous 4 days. This is player 1 value - player 2 value (differential version). ",,,,,,,,
t_aced%_ratio,0,Tournament Conditions,"tournament field aced%/ aced% expectation (expectation derived from same field over each player in the field's previous 60 matches on same surface, prior to the tournament being predicted)",,,,,,,,
t_alt,0,Tournament Conditions,"1 if tournament for mtch being predicted  was played at >3000 feet; 0 if otherwise (Bogota, Quito, Gstaad get 1)",,,,,,,,
t_ind,0,Tournament Conditions,tournament indoors or outdoors (0 or 1),,,,,,,,
t_ret_pts_won%_ratio,0,Tournament Conditions,"tournament field return points won%/ return points won% expectation (expectation derived from same field over each player in the field's previous 60 matches on same surface, prior to the tournament being predicted)",,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 2. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Best Model (by RMSE) (Gradient Boosting Regressor Model),,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.GradientBoostingRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric
Gradient Boosting Regressor,Scaler,Imputation,n_estimators,learning_rate,max_depth,max_features,random_state,R-squared,MAE,MSE,RMSE
,None,Median,130,0.04,3,11,47,0.22,4.5,32.66,5.71
,,,,,,,,,,,
Table 3. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Linear Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LinearRegression.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric,,,,
Linear Regression,Scaler,Imputation,selectbest_k,R-squared,MAE,MSE,RMSE,,,,
,Standard Scaler,Mean,15,0.22,4.5,32.66,5.71,,,,
,,,,,,,,,,,
Table 4. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Random Forest Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric
Random Forest Regressor,Scaler,Imputation,n_estimators,max_features,max_depth,min_samples_split,random_state,R-squared,MAE,MSE,RMSE
,None,Mean,1000,100,75,10,47,0.22,4.49,32.67,5.71
,,,,,,,,,,,
Table 5. Parameters/Hyperparameters and Outcome Measurements  (Training Set Cross-Validation) for Hist Gradient Boosting Regressor Model,,,,,,,,,,,
"NOTE: Unless specified below, parameter value is sklearn default (https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.HistGradientBoostingRegressor.html)",,,,,,,,,,,
Model,Parameter,Parameter,Parameter,Parameter,Parameter,Parameter,Metric,Metric,Metric,Metric,
Hist Gradient Boosting Regressor,Scaler,Imputation,max_iterations,learning_rate,max_depth,random_state,R-squared,MAE,MSE,RMSE,
,None,Mean,115,0.03,2,47,0.21,4.51,32.73,5.72,
