,0
p_df_induce%_l60_tw_ss_SOS_adj_diff,0.00011229136733729613
p_df_SvPtsWon%_ratio_l10_tw_ss_SOS_adj_csp_diff,0.00011029840703951149
p_bpsave_opp_bpconv%_l10_tw_ss_SOS_csp_adj_diff,0.0001093761462978305
p_ace%_l60_tw_ss_SOS_csp_adj_diff,9.976528775207857e-05
p_ace%_l60_tw_ss_IO_SOS_adj_diff,7.54024009140406e-05
p_ace_1stSv%_ratio_l60_tw_ss_IO_diff,7.336000190071319e-05
p_ace_1stSv%_ratio_l10_tw_ss_IO_SOS_csp_adj_diff,4.646136691466191e-05
t_draw_sz,3.891700032133319e-05
t_ace%_ratio,3.847952998765701e-05
p_HCA,3.467604269263174e-05
p_ace%_l10_tw_ss_IO_SOS_adj_diff,2.13525637058765e-05
p_df_SvPtsWon%_ratio_l60_tw_ss_IO_diff,1.6086835826554536e-05
p_bpsave_opp_bpconv%_l10_tw_ss_IO_SOS_csp_adj_diff,1.5609613984746026e-05
p_1stSvWon_1stSv%_ratio_l60_tw_ss_IO_SOS_adj_diff,1.2761477755615067e-05
t_sv_pts_won%_ratio,1.6850695741407154e-06
m_bestof,0.0
t_lvl,0.0
p_df_SvPtsWon%_ratio_l60_tw_ss_SOS_adj_csp_diff,0.0
t_alt,0.0
p_1st_sv%_yielded_l60_tw_ss_IO_diff,0.0
p_HCA_diff,0.0
t_1st_sv_in%_ratio,0.0
t_1st_sv_in%_yielded_ratio,0.0
t_aced%_ratio,0.0
p_aced_opp_ace%_l10_tw_ss_IO_SOS_csp_adj_diff,0.0
p_hd_diff,0.0
p_1stSvWon_1stSv%_ratio_l10_tw_ss_IO_SOS_adj_diff,0.0
t_ind,0.0
